"Record_type"	"Sampling_type"	"Landing_country"	"Vessel_flag_country"	"Year"	"Project"	"Trip_number"	"Station_number"	"Quarter"	"Month"	"Species"	"Sex"	"Catch_category"	"Landing_category"	"Comm_size_cat_scale"	"Comm_size_cat"	"Stock"	"Area"	"Statistical_rectangle"	"Subpolygon"	"Length_class"	"Age"	"Specimen_No"	"Length_code"	"Aging_method"	"Age_plus_group"	"Otolith_weight"	"Otolith_side"	"Weight"	"Maturity_staging"	"Maturity_scale"	"Maturity_stage"	"Trip_id"
"326"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	255	4	"2"	"scm"	"OWR"	"-"	"-"	"-"	151	"Visual"	"1-8"	"4"	"23891"
"327"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	255	4	"217"	"scm"	"OWR"	"-"	"-"	"-"	143	"Visual"	"1-8"	"4"	"23891"
"328"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	255	5	"7"	"scm"	"OWR"	"-"	"-"	"-"	161	"Visual"	"1-8"	"4"	"23891"
"329"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	260	7	"10"	"scm"	"OWR"	"-"	"-"	"-"	140	"Visual"	"1-8"	"4"	"23891"
"330"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	260	4	"134"	"scm"	"OWR"	"-"	"-"	"-"	135	"Visual"	"1-8"	"8"	"23891"
"331"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	260	4	"6"	"scm"	"OWR"	"-"	"-"	"-"	135	"Visual"	"1-8"	"4"	"23891"
"332"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	265	4	"135"	"scm"	"OWR"	"-"	"-"	"-"	138	"Visual"	"1-8"	"8"	"23891"
"333"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	265	6	"5"	"scm"	"OWR"	"-"	"-"	"-"	165	"Visual"	"1-8"	"4"	"23891"
"334"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	265	7	"171"	"scm"	"OWR"	"-"	"-"	"-"	138	"Visual"	"1-8"	"8"	"23891"
"335"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	265	5	"136"	"scm"	"OWR"	"-"	"-"	"-"	159	"Visual"	"1-8"	"4"	"23891"
"336"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	265	5	"131"	"scm"	"OWR"	"-"	"-"	"-"	149	"Visual"	"1-8"	"4"	"23891"
"337"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	270	7	"173"	"scm"	"OWR"	"-"	"-"	"-"	168	"Visual"	"1-8"	"4"	"23891"
"338"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	270	9	"132"	"scm"	"OWR"	"-"	"-"	"-"	159	"Visual"	"1-8"	"4"	"23891"
"339"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	280	6	"169"	"scm"	"OWR"	"-"	"-"	"-"	189	"Visual"	"1-8"	"4"	"23891"
"340"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	280	5	"4"	"scm"	"OWR"	"-"	"-"	"-"	176	"Visual"	"1-8"	"4"	"23891"
"341"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	280	4	"1"	"scm"	"OWR"	"-"	"-"	"-"	198	"Visual"	"1-8"	"4"	"23891"
"342"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	290	7	"63"	"scm"	"OWR"	"-"	"-"	"-"	190	"Visual"	"1-8"	"4"	"23891"
"343"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2001"	999	1	1	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G4"	"-"	300	8	"216"	"scm"	"OWR"	"-"	"-"	"-"	171	"Visual"	"1-8"	"8"	"23891"
"514"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	120	1	"142"	"scm"	"OWR"	"-"	"-"	"-"	9	"Visual"	"1-8"	"1"	"23892"
"515"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	125	1	"16"	"scm"	"OWR"	"-"	"-"	"-"	12	"Visual"	"1-8"	"1"	"23892"
"516"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	125	1	"100"	"scm"	"OWR"	"-"	"-"	"-"	12	"Visual"	"1-8"	"1"	"23892"
"517"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	130	1	"173"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"518"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	130	1	"85"	"scm"	"OWR"	"-"	"-"	"-"	12	"Visual"	"1-8"	"1"	"23892"
"519"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	130	1	"172"	"scm"	"OWR"	"-"	"-"	"-"	14	"Visual"	"1-8"	"1"	"23892"
"520"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	130	1	"314"	"scm"	"OWR"	"-"	"-"	"-"	12	"Visual"	"1-8"	"1"	"23892"
"521"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	130	1	"222"	"scm"	"OWR"	"-"	"-"	"-"	14	"Visual"	"1-8"	"1"	"23892"
"522"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	130	1	"174"	"scm"	"OWR"	"-"	"-"	"-"	14	"Visual"	"1-8"	"1"	"23892"
"523"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"246"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"524"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"19"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"525"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"175"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"526"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"223"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"527"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"225"	"scm"	"OWR"	"-"	"-"	"-"	14	"Visual"	"1-8"	"1"	"23892"
"528"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	2	"17"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"529"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"97"	"scm"	"OWR"	"-"	"-"	"-"	14	"Visual"	"1-8"	"1"	"23892"
"530"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	2	"232"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"531"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"206"	"scm"	"OWR"	"-"	"-"	"-"	14	"Visual"	"1-8"	"1"	"23892"
"532"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	135	1	"280"	"scm"	"OWR"	"-"	"-"	"-"	16	"Visual"	"1-8"	"2"	"23892"
"533"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	140	1	"86"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"534"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	140	1	"136"	"scm"	"OWR"	"-"	"-"	"-"	18	"Visual"	"1-8"	"1"	"23892"
"535"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	140	1	"229"	"scm"	"OWR"	"-"	"-"	"-"	16	"Visual"	"1-8"	"1"	"23892"
"536"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	140	2	"148"	"scm"	"OWR"	"-"	"-"	"-"	16	"Visual"	"1-8"	"1"	"23892"
"537"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	140	2	"211"	"scm"	"OWR"	"-"	"-"	"-"	15	"Visual"	"1-8"	"1"	"23892"
"538"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	140	1	"14"	"scm"	"OWR"	"-"	"-"	"-"	17	"Visual"	"1-8"	"1"	"23892"
"539"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	140	1	"138"	"scm"	"OWR"	"-"	"-"	"-"	18	"Visual"	"1-8"	"1"	"23892"
"540"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	145	1	"96"	"scm"	"OWR"	"-"	"-"	"-"	17	"Visual"	"1-8"	"1"	"23892"
"541"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	145	1	"171"	"scm"	"OWR"	"-"	"-"	"-"	19	"Visual"	"1-8"	"1"	"23892"
"542"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	145	1	"137"	"scm"	"OWR"	"-"	"-"	"-"	17	"Visual"	"1-8"	"1"	"23892"
"543"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	145	2	"217"	"scm"	"OWR"	"-"	"-"	"-"	19	"Visual"	"1-8"	"1"	"23892"
"544"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	145	1	"233"	"scm"	"OWR"	"-"	"-"	"-"	16	"Visual"	"1-8"	"2"	"23892"
"545"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	145	1	"205"	"scm"	"OWR"	"-"	"-"	"-"	20	"Visual"	"1-8"	"1"	"23892"
"546"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"313"	"scm"	"OWR"	"-"	"-"	"-"	19	"Visual"	"1-8"	"1"	"23892"
"547"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"8"	"scm"	"OWR"	"-"	"-"	"-"	21	"Visual"	"1-8"	"1"	"23892"
"548"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"208"	"scm"	"OWR"	"-"	"-"	"-"	21	"Visual"	"1-8"	"2"	"23892"
"549"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"9"	"scm"	"OWR"	"-"	"-"	"-"	20	"Visual"	"1-8"	"1"	"23892"
"550"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"41"	"scm"	"OWR"	"-"	"-"	"-"	20	"Visual"	"1-8"	"1"	"23892"
"551"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"89"	"scm"	"OWR"	"-"	"-"	"-"	18	"Visual"	"1-8"	"1"	"23892"
"552"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"267"	"scm"	"OWR"	"-"	"-"	"-"	23	"Visual"	"1-8"	"1"	"23892"
"553"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"84"	"scm"	"OWR"	"-"	"-"	"-"	20	"Visual"	"1-8"	"1"	"23892"
"554"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"219"	"scm"	"OWR"	"-"	"-"	"-"	21	"Visual"	"1-8"	"1"	"23892"
"555"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"224"	"scm"	"OWR"	"-"	"-"	"-"	21	"Visual"	"1-8"	"1"	"23892"
"556"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"18"	"scm"	"OWR"	"-"	"-"	"-"	23	"Visual"	"1-8"	"1"	"23892"
"557"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"99"	"scm"	"OWR"	"-"	"-"	"-"	21	"Visual"	"1-8"	"1"	"23892"
"558"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	150	1	"220"	"scm"	"OWR"	"-"	"-"	"-"	18	"Visual"	"1-8"	"1"	"23892"
"559"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	155	1	"250"	"scm"	"OWR"	"-"	"-"	"-"	23	"Visual"	"1-8"	"1"	"23892"
"560"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	155	1	"104"	"scm"	"OWR"	"-"	"-"	"-"	21	"Visual"	"1-8"	"1"	"23892"
"561"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	1	"214"	"scm"	"OWR"	"-"	"-"	"-"	24	"Visual"	"1-8"	"2"	"23892"
"562"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	2	"245"	"scm"	"OWR"	"-"	"-"	"-"	27	"Visual"	"1-8"	"2"	"23892"
"563"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	3	"140"	"scm"	"OWR"	"-"	"-"	"-"	25	"Visual"	"1-8"	"2"	"23892"
"564"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	2	"149"	"scm"	"OWR"	"-"	"-"	"-"	23	"Visual"	"1-8"	"2"	"23892"
"565"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	2	"226"	"scm"	"OWR"	"-"	"-"	"-"	24	"Visual"	"1-8"	"1"	"23892"
"566"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	3	"144"	"scm"	"OWR"	"-"	"-"	"-"	26	"Visual"	"1-8"	"3"	"23892"
"567"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	2	"242"	"scm"	"OWR"	"-"	"-"	"-"	27	"Visual"	"1-8"	"2"	"23892"
"568"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	2	"308"	"scm"	"OWR"	"-"	"-"	"-"	26	"Visual"	"1-8"	"2"	"23892"
"569"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	160	3	"230"	"scm"	"OWR"	"-"	"-"	"-"	26	"Visual"	"1-8"	"2"	"23892"
"570"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	165	2	"59"	"scm"	"OWR"	"-"	"-"	"-"	29	"Visual"	"1-8"	"2"	"23892"
"571"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	165	2	"227"	"scm"	"OWR"	"-"	"-"	"-"	28	"Visual"	"1-8"	"1"	"23892"
"572"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	165	2	"105"	"scm"	"OWR"	"-"	"-"	"-"	30	"Visual"	"1-8"	"2"	"23892"
"573"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	165	2	"109"	"scm"	"OWR"	"-"	"-"	"-"	30	"Visual"	"1-8"	"2"	"23892"
"574"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	165	3	"13"	"scm"	"OWR"	"-"	"-"	"-"	28	"Visual"	"1-8"	"3"	"23892"
"575"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"F"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	165	3	"82"	"scm"	"OWR"	"-"	"-"	"-"	29	"Visual"	"1-8"	"3"	"23892"
"576"	"CA"	"M"	"SWE"	"SWE"	"2014"	"SWE-DCF"	"2002"	999	1	2	"Clupea harengus"	"M"	"LAN"	"HUC"	"-"	"-"	"her-mix(3a22-47d3)"	"24"	"39G3"	"-"	165	3	"200"	"scm"	"OWR"	"-"	"-"	"-"	29	"Visual"	"1-8"	"4"	"23892"
